player,team,defcon90,saves90,rc_rate,yc_rate,pen_share,xMINS_W1,xMINS_W2,xMINS_W3,xMINS_W4,xMINS_W5,xMINS_W6,player_key,Pos
Lucas Digne,Aston Villa,5.2,0,0.03,0.2,0,30,30,30,30,0,0,lucas digne|aston villa,DEF
Emiliano Martinez,Aston Villa,0,2.9,0.02,0.14,0,90,90,90,90,0,0,emiliano martinez|aston villa,GK
Leon Bailey,Aston Villa,9.8,0,0.01,0.2,0,60,60,60,60,0,0,leon bailey|aston villa,MID
Youri Tielemans,Aston Villa,9.6,0,0.02,0.06,0.25,75,90,90,90,0,0,youri tielemans|aston villa,MID
Victor Lindelöf,Aston Villa,5.7,0,0.02,0.14,0,0,0,0,0,0,0,victor lindelöf|aston villa,DEF
Pau Torres,Aston Villa,6.5,0,0.02,0.06,0,60,60,60,60,0,0,pau torres|aston villa,DEF
Jadon Sancho,Aston Villa,4.8,0,0.02,0.1,0,0,0,0,0,0,0,jadon sancho|aston villa,MID
Ezri Konsa Ngoyo,Aston Villa,6.1,0,0.02,0.03,0,90,90,90,90,0,0,ezri konsa ngoyo|aston villa,DEF
Marco Bizot,Aston Villa,0,0,0.01,0.03,0,0,0,0,0,0,0,marco bizot|aston villa,GK
Lamare Bogarde,Aston Villa,5.3,0,0.02,0.5,0,30,30,30,30,0,0,lamare bogarde|aston villa,MID
Ian Maatsen,Aston Villa,7.2,0,0.02,0.2,0,60,60,60,60,0,0,ian maatsen|aston villa,DEF
Jamaldeen Jimoh,Aston Villa,2,0,0.01,0.06,0,0,0,0,0,0,0,jamaldeen jimoh|aston villa,MID
Andrés García,Aston Villa,0,0,0.01,0.06,0,0,0,0,0,0,0,andrés garcía|aston villa,DEF
Bradley Burrowes,Aston Villa,0,0,0.01,0.06,0,0,0,0,0,0,0,bradley burrowes|aston villa,MID
George Hemmings,Aston Villa,0,0,0.01,0.06,0,0,0,0,0,0,0,george hemmings|aston villa,MID
Alysson Edward,Aston Villa,0,0,0.01,0.06,0,0,0,0,0,0,0,alysson edward|aston villa,FWD
Harvey Elliott,Aston Villa,5.5,0,0.02,0.06,0,0,0,0,0,0,0,harvey elliott|aston villa,MID
Douglas Luiz,Aston Villa,10.7,0,0.02,0.2,0.25,90,90,90,90,0,0,douglas luiz|aston villa,MID
Eli Junior Kroupi,Bournemouth,6.2,0,0.02,0.33,0.2,60,60,60,60,0,0,eli junior kroupi|bournemouth,FWD
Evanilson,Bournemouth,3.7,0,0.01,0.06,0,75,75,75,75,0,0,evanilson|bournemouth,FWD
Marcus Tavernier,Bournemouth,8.3,0,0.02,0.2,0.8,90,90,90,90,0,0,marcus tavernier|bournemouth,MID
Amine Adli,Bournemouth,10.4,0,0.01,0.2,0,15,15,15,15,0,0,amine adli|bournemouth,MID
Justin Kluivert,Bournemouth,6.1,0,0.01,0.5,0,0,0,0,0,0,0,justin kluivert|bournemouth,MID
Tyler Adams,Bournemouth,11.6,0,0.03,0.5,0,75,75,75,75,0,0,tyler adams|bournemouth,MID
Alex Scott,Bournemouth,11.9,0,0.02,0.1,0,90,90,90,90,0,0,alex scott|bournemouth,MID
Rayan,Bournemouth,4.5,0,0.01,0.1,0,75,75,75,75,0,0,rayan|bournemouth,MID
Enes Ünal,Bournemouth,0,0,0.01,0.2,0,0,0,0,0,0,0,enes ünal|bournemouth,FWD
David Brooks,Bournemouth,7,0,0.03,0.5,0,15,15,15,15,0,0,david brooks|bournemouth,MID
Ryan Christie,Bournemouth,10.7,0,0.02,0.33,0,15,15,15,15,0,0,ryan christie|bournemouth,MID
Alejandro Jiménez,Bournemouth,5.6,0,0.03,0.5,0,90,90,90,90,0,0,alejandro jiménez|bournemouth,DEF
Adam Smith,Bournemouth,5.1,0,0.02,0.2,0,15,15,15,15,0,0,adam smith|bournemouth,DEF
Lewis Cook,Bournemouth,14.8,0,0.02,0.1,0,15,15,15,15,0,0,lewis cook|bournemouth,DEF
Hamed Junior Traore,Bournemouth,0,0,0.02,0.03,0,0,0,0,0,0,0,hamed junior traore|bournemouth,MID
Bafode Diakite,Bournemouth,8.3,0,0.02,0.1,0,0,0,0,0,0,0,bafode diakite|bournemouth,DEF
Adrien Truffert,Bournemouth,8.4,0,0.02,0.1,0,90,90,90,90,0,0,adrien truffert|bournemouth,DEF
James Hill,Bournemouth,10.9,0,0.02,0.14,0,90,90,90,90,0,0,james hill|bournemouth,DEF
Marcos Senesi,Bournemouth,12.2,0,0.02,0.2,0,90,90,90,90,0,0,marcos senesi|bournemouth,DEF
Ben Doak,Bournemouth,0,0,0.01,0.06,0,0,0,0,0,0,0,ben doak|bournemouth,FWD
Djordje Petrovic,Bournemouth,0,3.1,0.01,0.06,0,90,90,90,90,0,0,djordje petrovic|bournemouth,GK
Ben Winterburn,Bournemouth,0,0,0.01,0.06,0,0,0,0,0,0,0,ben winterburn|bournemouth,MID
Julio Soler,Bournemouth,0,0,0.01,0.06,0,0,0,0,0,0,0,julio soler|bournemouth,DEF
Veljko Milosavljevic,Bournemouth,9.6,0,0.01,0.06,0,0,0,0,0,0,0,veljko milosavljevic|bournemouth,DEF
Alex Tóth,Bournemouth,0,0,0.01,0.06,0,0,0,0,0,0,0,alex tóth|bournemouth,MID
Thiago,Brentford,5.4,0,0.02,0.2,0.9,90,90,90,90,0,0,thiago|brentford,FWD
Kevin Schade,Brentford,6.9,0,0.01,0.33,0.1,75,75,75,75,0,0,kevin schade|brentford,MID
Dango Ouattara,Brentford,7.7,0,0.01,0.2,0,75,75,75,75,0,0,dango ouattara|brentford,MID
Mikkel Damsgaard,Brentford,10.1,0,0.02,0.33,0,75,75,75,75,0,0,mikkel damsgaard|brentford,MID
Keane Lewis-Potter,Brentford,3.2,0,0.02,0.06,0,15,15,15,15,0,0,keane lewis-potter|brentford,DEF
Mathias Jensen,Brentford,7.5,0,0.02,0.33,0,75,75,75,75,0,0,mathias jensen|brentford,MID
Jordan Henderson,Brentford,8.4,0,0.02,0.33,0,60,60,60,60,0,0,jordan henderson|brentford,MID
Fabio Carvalho,Brentford,0,0,0.01,0.06,0,0,0,0,0,0,0,fabio carvalho|brentford,MID
Vitaly Janelt,Brentford,11.8,0,0.02,0.5,0,60,60,60,60,0,0,vitaly janelt|brentford,MID
Nathan Collins,Brentford,10.3,0,0.02,0.2,0,15,15,15,15,0,0,nathan collins|brentford,DEF
Michael Kayode,Brentford,6.5,0,0.03,0.2,0,90,90,90,90,0,0,michael kayode|brentford,DEF
Yehor Yarmolyuk,Brentford,11.3,0,0.01,0.33,0,0,0,0,0,0,0,yehor yarmolyuk|brentford,MID
Reiss Nelson,Brentford,30.6,0,0.01,0.06,0,0,0,0,0,0,0,reiss nelson|brentford,MID
Caoimhin Kelleher,Brentford,0,2.7,0.01,0.03,0,90,90,90,90,0,0,caoimhin kelleher|brentford,GK
Aaron Hickey,Brentford,6.4,0,0.01,0.2,0,75,75,75,75,0,0,aaron hickey|brentford,DEF
Kristoffer Ajer,Brentford,9.3,0,0.02,0.1,0,90,90,90,90,0,0,kristoffer ajer|brentford,DEF
Ethan Pinnock,Brentford,11.4,0,0.02,0.14,0,0,0,0,0,0,0,ethan pinnock|brentford,DEF
Rico Henry,Brentford,4.6,0,0.02,0.1,0,15,15,15,15,0,0,rico henry|brentford,DEF
Frank Onyeka,Brentford,0,0,0.02,0.06,0,0,0,0,0,0,0,frank onyeka|brentford,MID
Myles Peart-Harris,Brentford,0,0,0.02,0.03,0,0,0,0,0,0,0,myles peart-harris|brentford,MID
Sepp van den Berg,Brentford,9.1,0,0.02,0.06,0,90,90,90,90,0,0,sepp van den berg|brentford,DEF
Hákon Valdimarsson,Brentford,0,0,0,0,0,0,0,0,0,0,0,hákon valdimarsson|brentford,GK
Antoni Milambo,Brentford,0,0,0.02,0.03,0,0,0,0,0,0,0,antoni milambo|brentford,MID
Romelle Donovan,Brentford,0,0,0.01,0.03,0,0,0,0,0,0,0,romelle donovan|brentford,MID
Danny Welbeck,Brighton,4.3,0,0.01,0.2,0.5,60,60,60,60,0,0,danny welbeck|brighton,FWD
Diego Gómez,Brighton,9.5,0,0.02,0.5,0,0,0,0,0,0,0,diego gómez|brighton,MID
Jan Paul van Hecke,Brighton,8.5,0,0.03,0.2,0,90,90,90,90,0,0,jan paul van hecke|brighton,DEF
Yasin Ayari,Brighton,10.6,0,0.02,0.06,0,15,15,15,15,0,0,yasin ayari|brighton,MID
Georginio Rutter,Brighton,5,0,0.02,0.1,0,30,30,30,30,0,0,georginio rutter|brighton,MID
Kaoru Mitoma,Brighton,5.2,0,0.01,0.2,0,75,75,75,75,0,0,kaoru mitoma|brighton,MID
Yankuba Minteh,Brighton,6.9,0,0.01,0.03,0,60,60,60,60,0,0,yankuba minteh|brighton,MID
Maxim De Cuyper,Brighton,4,0,0.02,0.2,0,15,15,15,15,0,0,maxim de cuyper|brighton,DEF
Charalampos Kostoulas,Brighton,11.7,0,0.01,0.33,0,15,15,15,15,0,0,charalampos kostoulas|brighton,FWD
Pascal Groß,Brighton,8.2,0,0.01,0.2,0.5,90,90,90,90,0,0,pascal groß|brighton,MID
James Milner,Brighton,9.2,0,0.01,0.33,0,15,15,15,15,0,0,james milner|brighton,MID
Joël Veltman,Brighton,9.3,0,0.02,0.5,0,90,90,90,90,0,0,joël veltman|brighton,DEF
Jack Hinshelwood,Brighton,8,0,0.01,0.06,0,80,80,80,80,0,0,jack hinshelwood|brighton,MID
Brajan Gruda,Brighton,7.4,0,0.01,0.1,0,0,0,0,0,0,0,brajan gruda|brighton,MID
Matt O'Riley,Brighton,0,0,0.01,0.06,0,0,0,0,0,0,0,matt o'riley|brighton,DEF
Stefanos Tzimas,Brighton,10.2,0,0.01,0.06,0,0,0,0,0,0,0,stefanos tzimas|brighton,FWD
Olivier Boscagli,Brighton,8.5,0,0.02,0.5,0,90,90,90,90,0,0,olivier boscagli|brighton,DEF
Lewis Dunk,Brighton,7.6,0,0.03,0.33,0,0,0,0,0,0,0,lewis dunk|brighton,DEF
Solly March,Brighton,4,0,0.03,0.2,0,0,0,0,0,0,0,solly march|brighton,MID
Diego Coppola,Brighton,8.4,0,0.01,0.5,0,0,0,0,0,0,0,diego coppola|brighton,DEF
Carlos Baleba,Brighton,10.8,0,0.03,0.5,0,60,60,60,60,0,0,carlos baleba|brighton,MID
Bart Verbruggen,Brighton,0,2.8,0.01,0.06,0,90,90,90,90,0,0,bart verbruggen|brighton,GK
Mats Wieffer,Brighton,13.6,0,0.01,0.33,0,0,0,0,0,0,0,mats wieffer|brighton,MID
Ferdi Kadioglu,Brighton,4.8,0,0.02,0.2,0,90,90,90,90,0,0,ferdi kadioglu|brighton,DEF
Joe Knight,Brighton,0,0,0.01,0.06,0,0,0,0,0,0,0,joe knight|brighton,MID
Harry Howell,Brighton,0,0,0.01,0.03,0,0,0,0,0,0,0,harry howell|brighton,MID
Tom Watson,Brighton,0,0,0.01,0.03,0,0,0,0,0,0,0,tom watson|brighton,FWD
Nehemiah Oriola,Brighton,0,0,0.01,0.03,0,0,0,0,0,0,0,nehemiah oriola|brighton,FWD
Jaidon Anthony,Burnley,8.2,0,0.01,0.2,0,90,90,90,90,0,0,jaidon anthony|burnley,MID
Zian Flemming,Burnley,4.9,0,0.01,0.33,0.5,15,15,15,15,0,0,zian flemming|burnley,FWD
Lyle Foster,Burnley,5.3,0,0.02,0.33,0,15,15,15,15,0,0,lyle foster|burnley,FWD
Chimuanya Ugochukwu,Burnley,8.8,0,0.02,0.14,0,90,90,90,90,0,0,chimuanya ugochukwu|burnley,MID
Josh Cullen,Burnley,10.3,0,0.01,0.14,0,0,0,0,0,0,0,josh cullen|burnley,MID
Axel Tuanzebe,Burnley,9.4,0,0.02,0.1,0,75,75,75,75,0,0,axel tuanzebe|burnley,DEF
Armando Broja,Burnley,4.6,0,0.01,0.03,0,60,60,60,60,0,0,armando broja|burnley,FWD
Hannibal Mejbri,Burnley,8.5,0,0.02,0.5,0,60,60,60,60,0,0,hannibal mejbri|burnley,MID
Loum Tchaouna,Burnley,5.3,0,0.03,0.1,0,15,15,15,15,0,0,loum tchaouna|burnley,MID
Oliver Sonne,Burnley,0,0,0.03,0.03,0,0,0,0,0,0,0,oliver sonne|burnley,DEF
Josh Laurent,Burnley,9.5,0,0.01,0.33,0,15,15,15,15,0,0,josh laurent|burnley,MID
Marcus Edwards,Burnley,5.3,0,0.01,0.06,0,75,75,75,75,0,0,marcus edwards|burnley,MID
Kyle Walker,Burnley,6,0,0.02,0.33,0,90,90,90,90,0,0,kyle walker|burnley,DEF
Ashley Barnes,Burnley,5,0,0.01,0.2,0.1,15,15,15,15,0,0,ashley barnes|burnley,FWD
Jacob Bruun Larsen,Burnley,5.7,0,0.01,,0.4,30,30,30,30,0,0,jacob bruun larsen|burnley,FWD
Martin Dubravka,Burnley,0,3.7,0.01,0.03,0,90,90,90,90,0,0,martin dubravka|burnley,GK
Florentino Luís,Burnley,13.5,0,0.01,0.2,0,60,60,60,60,0,0,florentino luís|burnley,MID
Maxime Estève,Burnley,9.9,0,0.03,0.03,0,90,90,90,90,0,0,maxime estève|burnley,DEF
Joe Worrall,Burnley,12.7,0,0.02,0.06,0,15,15,15,15,0,0,joe worrall|burnley,DEF
Bashir Humphreys,Burnley,8.5,0,0.02,0.5,0,15,15,15,15,0,0,bashir humphreys|burnley,DEF
Hjalmar Ekdal,Burnley,10.1,0,0.01,0.03,0,15,15,15,15,0,0,hjalmar ekdal|burnley,DEF
Lucas Pires,Burnley,6.4,0,0.01,0.06,0,0,0,0,0,0,0,lucas pires|burnley,DEF
Mike Trésor,Burnley,0,0,0.01,0.03,0,0,0,0,0,0,0,mike trésor|burnley,FWD
Quilindschy Hartman,Burnley,7,0,0.01,0.06,0,30,30,30,30,0,0,quilindschy hartman|burnley,DEF
Jaydon Banel,Burnley,0,0,0.01,0.03,0,0,0,0,0,0,0,jaydon banel|burnley,FWD
James Ward-Prowse,Burnley,5.6,0,0.01,0.06,0,30,30,30,30,0,0,james ward-prowse|burnley,MID
João Pedro,Chelsea,5,0,0.02,0.2,0,90,90,90,90,0,0,joão pedro|chelsea,FWD
Cole Palmer,Chelsea,6.6,0,0.01,0.33,0.8,75,90,90,90,0,0,cole palmer|chelsea,MID
Enzo Fernández,Chelsea,7.4,0,0.02,0.33,0.2,90,90,90,90,0,0,enzo fernández|chelsea,MID
Pedro Neto,Chelsea,4.3,0,0.01,0.2,0,75,75,75,75,0,0,pedro neto|chelsea,MID
Trevoh Chalobah,Chelsea,9.1,0,0.02,0.1,0,90,90,90,90,0,0,trevoh chalobah|chelsea,DEF
Moisés Caicedo,Chelsea,13.1,0,0.02,0.33,0,90,90,90,90,0,0,moisés caicedo|chelsea,MID
Reece James,Chelsea,6.2,0,0.01,0.2,0,0,0,0,0,0,0,reece james|chelsea,DEF
Malo Gusto,Chelsea,5.2,0,0.02,0.2,0,75,75,75,75,0,0,malo gusto|chelsea,DEF
Estêvão,Chelsea,6.2,0,0.01,0.1,0,15,15,15,15,0,0,estêvão|chelsea,MID
Marc Cucurella,Chelsea,6.7,0,0.02,0.2,0,90,90,90,90,0,0,marc cucurella|chelsea,DEF
Liam Delap,Chelsea,3.1,0,0.01,0.2,0,15,15,15,15,0,0,liam delap|chelsea,FWD
Alejandro Garnacho,Chelsea,4.9,0,0.02,0.1,0,15,15,15,15,0,0,alejandro garnacho|chelsea,MID
Josh Acheampong,Chelsea,6.3,0,0.02,0.2,0,15,15,15,15,0,0,josh acheampong|chelsea,DEF
Tosin Adarabioyo,Chelsea,11.3,0,0.02,0.2,0,15,15,15,15,0,0,tosin adarabioyo|chelsea,DEF
Benoit Badiashile Mukinayi,Chelsea,9.2,0,0.02,0.33,0,0,0,0,0,0,0,benoit badiashile mukinayi|chelsea,DEF
Wesley Fofana,Chelsea,11.6,0,0.02,0.33,0,15,15,15,15,0,0,wesley fofana|chelsea,DEF
Robert Sánchez,Chelsea,0,2.7,0.02,0.1,0,90,90,90,90,0,0,robert sánchez|chelsea,GK
Filip Jorgensen,Chelsea,0,0,0.01,0.03,0,0,0,0,0,0,0,filip jorgensen|chelsea,GK
Romeo Lavia,Chelsea,5,0,0.02,0.06,0,0,0,0,0,0,0,romeo lavia|chelsea,MID
Jamie Bynoe-Gittens,Chelsea,4,0,0.02,0.03,0,0,0,0,0,0,0,jamie bynoe-gittens|chelsea,MID
Mamadou Sarr,Chelsea,5,0,0.02,0.06,0,0,0,0,0,0,0,mamadou sarr|chelsea,DEF
Andrey Santos,Chelsea,9.7,0,0.02,0.33,0,60,60,60,60,0,0,andrey santos|chelsea,MID
Jorrel Hato,Chelsea,9,0,0.02,0.5,0,15,15,15,15,0,0,jorrel hato|chelsea,DEF
Marc Guiu,Chelsea,2,0,0.01,0.06,0,0,0,0,0,0,0,marc guiu|chelsea,FWD
Jean-Philippe Mateta,Crystal Palace,5.2,0,0.02,0.1,0,30,30; 60,30,30,0,0,jean-philippe mateta|crystal palace,FWD
Ismaila Sarr,Crystal Palace,6.2,0,0.01,0.1,0.8,30,30; 60,30,30,0,0,ismaila sarr|crystal palace,MID
Daniel Muñoz,Crystal Palace,7.1,0,0.02,0.33,0,90,90; 90,90,90,0,0,daniel muñoz|crystal palace,DEF
Eddie Nketiah,Crystal Palace,8.3,0,0.01,0.2,0,0,0; 0,0,0,0,0,eddie nketiah|crystal palace,FWD
Evann Guessand,Crystal Palace,9.1,0,0.01,0.06,0,15,0; 0,15,15,0,0,evann guessand|crystal palace,MID
Yeremi Pino,Crystal Palace,6.6,0,0.01,0.2,0,60,60; 60,60,60,0,0,yeremi pino|crystal palace,MID
Tyrick Mitchell,Crystal Palace,6.7,0,0.02,0.2,0,90,90; 90,90,90,0,0,tyrick mitchell|crystal palace,DEF
Chris Richards,Crystal Palace,10,0,0.02,0.14,0,90,90; 90,90,90,0,0,chris richards|crystal palace,DEF
Maxence Lacroix,Crystal Palace,10.5,0,0.03,0.14,0,90,90; 90,90,90,0,0,maxence lacroix|crystal palace,DEF
Justin Devenny,Crystal Palace,7.3,0,0.02,0.06,0,0,0,0,0,0,0,justin devenny|crystal palace,MID
Nathaniel Clyne,Crystal Palace,7.3,0,0.02,0.06,0,0,0,0,0,0,0,nathaniel clyne|crystal palace,DEF
Jefferson Lerma,Crystal Palace,11.4,0,0.02,0.06,0,0,0,0,0,0,0,jefferson lerma|crystal palace,MID
Odsonne Edouard,Crystal Palace,0,0,0.01,0.03,0,0,0,0,0,0,0,odsonne edouard|crystal palace,DEF
Walter Benítez,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,walter benítez|crystal palace,MID
Will Hughes,Crystal Palace,8.8,0,0.02,0.5,0,60,60; 60,60,60,0,0,will hughes|crystal palace,MID
Daichi Kamada,Crystal Palace,10,0,0.02,0.14,0,15,30; 60,15,15,0,0,daichi kamada|crystal palace,MID
Borna Sosa,Crystal Palace,5,0,0.01,0.06,0,0,0,0,0,0,0,borna sosa|crystal palace,DEF
Dean Henderson,Crystal Palace,0,3,0.01,0.1,0,90,90; 90,90,90,0,0,dean henderson|crystal palace,GK
Kaden Rodney,Crystal Palace,0,0,0.01,0.06,0,0,0,0,0,0,0,kaden rodney|crystal palace,MID
Chadi Riad,Crystal Palace,4.5,0,0.02,0.33,0,60,60; 60,60,60,0,0,chadi riad|crystal palace,DEF
Adam Wharton,Crystal Palace,10.5,0,0.03,0.33,0,75,75; 75,75,75,0,0,adam wharton|crystal palace,MID
Christantus Uche,Crystal Palace,7.2,0,0.01,0.06,0,0,0; 0,0,0,0,0,christantus uche|crystal palace,MID
Jaydee Canvot,Crystal Palace,12.3,0,0.02,0.2,0,15,15; 15,15,15,0,0,jaydee canvot|crystal palace,DEF
Romain Esse,Crystal Palace,3.3,0,0.01,0.06,0,0,0; 0,0,0,0,0,romain esse|crystal palace,MID
Joél Drakes-Thomas,Crystal Palace,0,0,0.01,0.06,0,0,0; 0,0,0,0,0,joél drakes-thomas|crystal palace,FWD
Brennan Johnson,Crystal Palace,5.9,0,0.01,0.2,0,75,60; 60,75,75,0,0,brennan johnson|crystal palace,MID
Jørgen Strand Larsen,Crystal Palace,3.7,0,0.01,0.14,0.2,30,60; 30,75,75,0,0,jørgen strand larsen|crystal palace,FWD
Kiernan Dewsbury-Hall,Everton,7.8,0,0.02,0.33,0.2,90,90,90,90,0,0,kiernan dewsbury-hall|everton,MID
Thierno Barry,Everton,3.1,0,0.01,0.2,0,30,30,30,30,0,0,thierno barry|everton,FWD
Iliman Ndiaye,Everton,9.9,0,0.01,0.1,0.8,90,90,90,90,0,0,iliman ndiaye|everton,MID
Beto,Everton,5.6,0,0.01,0.2,0,60,60,60,60,0,0,beto|everton,FWD
Tyrique George,Everton,3,0,0.01,0.1,0,15,15,15,15,0,0,tyrique george|everton,FWD
Michael Keane,Everton,10.3,0,0.03,0.06,0,90,90,90,90,0,0,michael keane|everton,DEF
Idrissa Gueye,Everton,9.3,0,0.02,0.1,0,90,90,90,90,0,0,idrissa gueye|everton,MID
Jack Grealish,Everton,7.5,0,0.01,0.33,0,0,0,0,0,0,0,jack grealish|everton,MID
James Garner,Everton,12.3,0,0.02,0.2,0,90,90,90,90,0,0,james garner|everton,MID
James Tarkowski,Everton,10.7,0,0.02,0.2,0,90,90,90,90,0,0,james tarkowski|everton,DEF
Jarrad Branthwaite,Everton,8.4,0,0.03,0.14,0,90,90,90,90,0,0,jarrad branthwaite|everton,DEF
Seamus Coleman,Everton,3,0,0.02,0.14,0,0,0,0,0,0,0,seamus coleman|everton,DEF
Jordan Pickford,Everton,0,2.7,0.02,0.06,0,90,90,90,90,0,0,jordan pickford|everton,GK
Dwight McNeil,Everton,8.3,0,0.02,0.2,0,60,60,60,60,0,0,dwight mcneil|everton,MID
Tim Iroegbunam,Everton,11.8,0,0.03,0.5,0,0,0,0,0,0,0,tim iroegbunam|everton,MID
Vitalii Mykolenko,Everton,6.9,0,0.03,0.2,0,90,90,90,90,0,0,vitalii mykolenko|everton,DEF
Nathan Patterson,Everton,11.4,0,0.01,0.1,0,0,0,0,0,0,0,nathan patterson|everton,DEF
Tyler Dibling,Everton,10.3,0,0.01,0.14,0,0,0,0,0,0,0,tyler dibling|everton,MID
Carlos Alcaraz,Everton,8.6,0,0.02,0.33,0,15,15,15,15,0,0,carlos alcaraz|everton,MID
Merlin Röhl,Everton,11,0,0.02,0.06,0,15,15,15,15,0,0,merlin röhl|everton,MID
Jake O'Brien,Everton,6.9,0,0.02,0.06,0,90,90,90,90,0,0,jake o'brien|everton,DEF
Harrison Armstrong,Everton,9.2,0,0.01,0.06,0,15,15,15,15,0,0,harrison armstrong|everton,MID
Harry Wilson,Fulham,6,0,0.01,0.2,0.2,90,90,90,90,0,0,harry wilson|fulham,MID
Raúl Jiménez,Fulham,5.4,0,0.01,0.2,0.8,60,60,60,60,0,0,raúl jiménez|fulham,FWD
Alex Iwobi,Fulham,6.6,0,0.01,0.1,0,90,90,90,90,0,0,alex iwobi|fulham,MID
Samuel Chukwueze,Fulham,7.6,0,0.01,0.06,0,60,60,60,60,0,0,samuel chukwueze|fulham,MID
Emile Smith-Rowe,Fulham,7.1,0,0.01,0.06,0,75,75,75,75,0,0,emile smith-rowe|fulham,MID
Ryan Sessegnon,Fulham,10.6,0,0.02,0.06,0,30,30,30,30,0,0,ryan sessegnon|fulham,MID
Harrison Reed,Fulham,5,0,0.02,0.1,0,15,15,15,15,0,0,harrison reed|fulham,MID
Sasa Lukic,Fulham,9.5,0,0.02,0.5,0,0,0,0,0,0,0,sasa lukic|fulham,MID
